2025-04-02 16:54:21,0.97,clear sky
2025-04-02 16:54:25,0.97,clear sky
2025-04-02 17:00:04,0.97,clear sky
2025-04-02 17:38:30,1.97,clear sky
2025-04-02 17:38:39,1.97,clear sky
2025-04-03 03:15:12,4.97,clear sky
2025-04-03 03:24:34,4.97,clear sky
2025-04-03 03:24:39,4.97,clear sky
2025-04-03 04:15:35,6.97,clear sky
